Charge (Wh),Charge (Ah),Voltage,Current,Time,TBAT1,TBAT2,TBAT3,TBAT4,TBRD,Cycle Number,Charge direction (chg/hold/dschg)
32.19742683277685,3.744790346160022,7.940818999999999,-1.7565982885999998,57967.562663897,261.93888,262.73408,262.65456,261.93888,297.79822640000003,1,dschg
32.118300059927286,3.734828041938104,7.9426176,-1.7448680829999998,57988.116822431,262.0184,262.73408,262.8136,261.93888,297.79822640000003,1,dschg
32.038129574685115,3.7247274693117762,7.937221799999999,-1.7683284941999997,58008.679778677,262.0184,262.8136,262.89312,262.09792,297.79822640000003,1,dschg
31.957759782598853,3.7145994912492752,7.935423199999998,-1.774193597,58029.230366328,262.17744,262.8136,263.05216,262.09792,297.8727132,1,dschg
31.87865485106922,3.7046195974593026,7.926430199999999,-1.7478006343999999,58049.786267806,262.17744,262.97264,262.97264,262.25696,297.9472,1,dschg
31.799351608373467,3.6946033206398594,7.917437199999999,-1.7536657371999997,58070.348109088,262.17744,263.05216,262.97264,262.33648,298.0216868,1,dschg
31.7201738955674,3.6846074402020634,7.921034399999998,-1.7507331857999997,58090.902451616,262.33648,262.97264,262.8136,262.0184,298.09617360000004,1,dschg
31.64116732477024,3.6746263666854984,7.9156385999999985,-1.7478006343999999,58111.460783014,262.49552,263.05216,263.13168,262.33648,298.24514719999996,1,dschg
31.56035600756605,3.6644126540519686,7.9120414,-1.788856354,58132.015460531,262.416,263.29072,263.44976,262.416,298.09617360000004,1,dschg
31.48132226536771,3.654414517187543,7.904846999999999,-1.7507331857999997,58152.574442907,262.73408,263.37024,263.37024,262.49552,298.1706604,1,dschg
31.4023941897605,3.644420651971541,7.897652599999999,-1.7507331857999997,58173.124641572,262.416,263.29072,263.44976,262.49552,298.319634,1,dschg
31.323087791351664,3.6343765961406156,7.895854,-1.7595308399999998,58193.674779239,262.65456,263.37024,263.37024,262.73408,298.319634,1,dschg
31.243766734597994,3.624326105037276,7.8922568,-1.7595308399999998,58214.238083473,262.8136,263.52928,263.44976,262.73408,298.319634,1,dschg
31.163697565072955,3.6141785106269744,7.890458199999999,-1.7771261483999998,58234.794496933,262.8136,263.60880000000003,263.52928,262.73408,298.46860760000004,1,dschg
31.084813656763238,3.6041765709059983,7.886860999999999,-1.7507331857999997,58255.361299052,262.73408,263.44976,263.44976,262.57504,298.6175812,1,dschg
31.006166237274083,3.5941977893605115,7.881465199999999,-1.7478006343999999,58275.914909605,262.89312,263.68832,263.52928,262.8136,298.692068,1,dschg
30.926385520369692,3.58407059290274,7.877867999999999,-1.774193597,58296.463911309,262.89312,263.76784,263.84736,262.89312,298.692068,1,dschg
30.846207643317324,3.5738883323368005,7.8742708,-1.7829912512,58317.022698691,262.97264,263.84736,263.92688,262.97264,298.7665548,1,dschg
30.766632300863815,3.563775661535255,7.868875,-1.7712610455999998,58337.576199247,263.05216,263.92688,263.68832000000003,262.97264,298.692068,1,dschg
30.68762669182165,3.5537308022116383,7.8652777999999985,-1.7595308399999998,58358.12798086,263.05216,263.92688,263.76784000000004,262.97264,298.7665548,1,dschg
30.608394115915058,3.5436501704786694,7.859881999999999,-1.7653959428,58378.684431319,263.13168,264.0064,263.92688,263.05216,298.9900152,1,dschg
30.528515873572132,3.53348971670204,7.8616806,-1.7800586997999999,58399.232986038,263.13168,264.0064,264.0064,263.2112,298.91552839999997,1,dschg
30.449325820052525,3.523407573643515,7.854486199999999,-1.7653959428,58419.792518396,263.29072,264.08592,264.08592,263.44976,299.064502,1,dschg
30.36940729217448,3.5132303538241447,7.8526876,-1.7829912512,58440.341128113,263.44976,264.24496,264.08592,263.44976,299.064502,1,dschg
30.29005998353275,3.5031166099690445,7.8454932,-1.7712610455999998,58460.896809597,263.37024,264.16544,264.16544,263.60880000000003,299.2134756,1,dschg
30.210903846293586,3.4930226049938238,7.841896,-1.7683284941999997,58481.446395282,263.44976,264.24496,264.32448,263.37024,299.1389888,1,dschg
30.13031727791343,3.4827414750654575,7.8382988,-1.8005865596,58502.001956771,263.60880000000003,264.404,264.24496,263.60880000000003,299.28796239999997,1,dschg
30.0507582017599,3.4725914312634107,7.8382988,-1.7771261483999998,58522.563332068,263.76784000000004,264.404,264.48352,263.60880000000003,299.2134756,1,dschg
29.97081089154555,3.462377795150198,7.827507199999999,-1.788856354,58543.117855591,263.76784,264.72208,264.48352,263.68832000000003,299.3624492,1,dschg
29.89194638029119,3.4522978592544176,7.82391,-1.7653959428,58563.672887097,263.76784,264.64256,264.64256,263.68832000000003,299.436936,1,dschg
29.812699637967135,3.442162078939015,7.818514199999998,-1.774193597,58584.239306228,263.92688,264.64256,264.64256,264.0064,299.436936,1,dschg
29.732903216463715,3.4319512959577727,7.8149169999999994,-1.788856354,58604.78808794,263.92688,264.64256,264.56304,263.76784,299.436936,1,dschg
29.65385085985956,3.421835723827684,7.8149169999999994,-1.7712610455999998,58625.347485302,264.0064,264.88112,264.56304,263.84736,299.436936,1,dschg
29.57440829407909,3.411658508961069,7.805923999999999,-1.7829912512,58645.896085019,264.08592,264.96064,264.72208,263.84736,299.58590960000004,1,dschg
29.49519718993319,3.4015109461426376,7.805923999999999,-1.7771261483999998,58666.452434482,263.92688,264.88112,264.72208,263.84736,299.66039639999997,1,dschg
29.415947125162603,3.3913490263383417,7.798729599999999,-1.7800586997999999,58687.003954103,264.08592,265.04016,264.72208,264.0064,299.58590960000004,1,dschg
29.335821693705093,3.381070120561512,7.795132399999998,-1.8005865596,58707.555068738,264.32448,264.88112,264.96064,264.08592,299.66039639999997,1,dschg
29.25606442027372,3.3708360826673096,7.793333799999999,-1.7917889054,58728.116942019,264.32448,264.96064,265.11968,264.08592,299.73488319999996,1,dschg
29.17666243146146,3.360638218907991,7.786139399999999,-1.7859238025999997,58748.673423477,264.24496,265.1992,264.96064,264.404,299.73488319999996,1,dschg
29.097446761372645,3.3504595821524057,7.782542199999999,-1.7829912512,58769.2248941,264.32448,265.1992,264.96064,264.32448,299.80937,1,dschg
29.018247388303084,3.340275978939078,7.7771463999999995,-1.7829912512,58789.786392393,264.48352,265.1992,264.88112,264.24496,299.80937,1,dschg
28.938099795031626,3.32996329684253,7.7717506,-1.8064516624,58810.338094008,264.48352,265.43776,265.11968,264.32448,299.80937,1,dschg
28.858683464263443,3.3197470714447177,7.7735492,-1.788856354,58830.89782836,264.404,265.43776,265.11968,264.32448,299.80937,1,dschg
28.779635017661793,3.3095687511596785,7.766354799999999,-1.7829912512,58851.448660004,264.48352,265.35824,265.27872,264.404,299.80937,1,dschg
28.69995229919107,3.2993063850413518,7.7645561999999995,-1.7976540081999999,58872.000177625,264.48352,265.35824,265.11968,264.24496,299.9583436,1,dschg
28.62052376883233,3.2890743857375555,7.7627576000000005,-1.7917889054,58892.557955041,264.64256,265.27872,265.35824,264.32448,299.80937,1,dschg
28.540033868870328,3.278691226167196,7.751965999999999,-1.8181818679999997,58913.116610427,264.72208,265.59680000000003,265.43776,264.48352,299.95834360000003,1,dschg
28.46098010564014,3.2684909609148365,7.7501674,-1.7859238025999997,58933.677932727,264.64256,265.27872,265.27872,264.56304,300.0328304,1,dschg
28.381582181870794,3.258243910752569,7.7483688,-1.7947214567999998,58954.232309254,264.8016,265.43776,265.27872,264.48352,300.0328304,1,dschg
28.30223033476375,3.247998050550953,7.744771599999998,-1.7947214567999998,58974.78429886,264.88112,265.67632000000003,265.51728,264.48352,300.0328304,1,dschg
28.22327766107247,3.2377989942305994,7.7411744,-1.7859238025999997,58995.343184239,264.96064,265.75584000000003,265.35824,264.64256,300.1073172,1,dschg
28.14279830671037,3.227400306217272,7.7393757999999995,-1.8211144193999997,59015.899430705,264.8016,265.67632000000003,265.51728,264.72208,300.181804,1,dschg
28.06221894429923,3.216983854741897,7.735778599999999,-1.8240469708,59036.457687105,264.96064,265.75584000000003,265.51728,264.64256,300.181804,1,dschg
27.98290549943632,3.2067215036035206,7.7285841999999985,-1.7976540081999999,59057.009174727,264.88112,265.67632000000003,265.59680000000003,264.72208,300.181804,1,dschg
27.90297865529254,3.196377377561796,7.7267855999999995,-1.8123167651999998,59077.556826476,265.04016,265.59680000000003,265.59680000000003,264.56304,300.181804,1,dschg
27.823643232690344,3.186112182728026,7.7285841999999985,-1.7976540081999999,59098.114008911,264.88112,265.75584000000003,265.67632000000003,264.8016,300.25629080000004,1,dschg
